person_id,name,degree_centrality,betweenness_centrality,pagerank,influence_score,community,communication_anomaly,financial_anomaly,transaction_cycle_count,cycle_score,layering_chain_count,layering_score,cross_community_edges,bridge_score,network_influence,investigation_priority_score
P133,Pranav Jadhav 3,0.06888361045130642,0.009029834231615793,0.003270302852255764,0.02525810768371497,3,2.0463948666814344,78.7887130042623,0.0,0.0,0.0,0.0,18,19.551034246515957,18.463670277241683,20.753710342589244
P014,Faizan Sharma,0.08788598574821853,0.011195011029926802,0.00349211989018512,0.031891436103491815,3,1.1726760968236751,47.67675078431899,0.0,0.0,0.0,0.0,24,32.59017142757075,26.79237054121838,20.602174757831328
P023,Rahul Joshi,0.07125890736342043,0.0122089385949703,0.002981828106210912,0.02715579607887752,4,1.000691767293988,70.78687361825345,0.0,0.0,0.0,0.0,19,21.725400677728917,20.846377243869988,20.3748438427101
P004,Imran Kulkarni,0.06413301662707839,0.008003012528417746,0.002326049507706405,0.023138924851802536,1,1.1088468611219355,22.02533323035084,0.0,0.0,1.0,100.0,14,10.86327622239072,15.802858465340208,19.64893921759021
P073,Pranav Jadhav 2,0.0831353919239905,0.008885840301747723,0.00393326429985667,0.029674932987853238,1,1.0574288656955344,63.23866751072268,0.0,0.0,0.0,0.0,18,19.557226680536886,24.009364949442595,19.611072473215536
P021,Arjun Deshmukh,0.0997624703087886,0.00638839496745231,0.003709956323496386,0.03359708597666642,2,2.18153262777617,42.031816041291705,0.0,0.0,0.0,0.0,20,23.90079557005807,28.933957034449637,18.754727304373013
P095,Yash Bhosale 2,0.06413301662707839,0.008229562677428788,0.004005893967029791,0.02373349824920397,3,0.0643618468033351,74.08612059791434,0.0,0.0,0.0,0.0,17,17.381649753525043,16.549395241225852,18.739469220059288
P114,Faizan Pawar 2,0.09263657957244656,0.010542532898209401,0.005312968560815268,0.0336018775992623,4,1.1478536162729984,19.716613932566005,0.0,0.0,0.0,0.0,28,41.28434853112656,28.93997331856128,18.678925849005132
P020,Aarav Bhosale,0.07363420427553445,0.0059825640818463345,0.004205444850910299,0.02574492037067196,3,0.14769446008060622,59.27110599697559,0.0,0.0,0.0,0.0,19,21.727649034190303,19.07490444171899,18.034460708830267
P036,Mohit Deshmukh,0.0997624703087886,0.02378792343889494,0.0040169957704316904,0.04064900919932406,1,1.1584918222232887,20.412639680399884,0.0,0.0,0.0,0.0,21,26.076638092032766,37.788238187027936,17.95598148166818
P091,Sahil Mehta 2,0.10451306413301663,0.018088286865810068,0.005091287197331312,0.04011662014542841,5,2.0804696712484154,4.500481612381208,0.0,0.0,0.0,0.0,26,36.932743535287734,37.119779070711765,17.757659650842353
P010,Aman Patil,0.08076009501187649,0.009201941216798714,0.003592466827484642,0.028986545038527826,3,0.9966130875422958,28.626366195227536,0.0,0.0,0.0,0.0,26,36.93286478812192,23.14503613403656,17.66610953792611
P063,Rahul Gupta 2,0.08076009501187649,0.011853120278939028,0.003956726040593947,0.030156294427316745,2,0.2062045928072008,29.79741988514604,0.0,0.0,0.0,0.0,25,34.76151900924819,24.613754615417065,17.616596357037253
P070,Aman Patil 2,0.06888361045130642,0.009828744823643699,0.003251505705331648,0.025572032776448896,4,0.12464501385497802,58.56336110526422,0.0,0.0,0.0,0.0,18,19.55365402995891,18.85782956459533,17.434621365701243
P003,Rahul Gupta,0.08076009501187649,0.016570935216726826,0.0037353114519807222,0.031976996025847894,4,1.9737004593544532,26.13937499947597,0.0,0.0,0.0,0.0,23,30.411766854335664,26.89979820088141,17.12294926287977
P120,Aarav More 2,0.08076009501187649,0.010833378308871886,0.0032599205036894768,0.029539355978218548,1,0.9966130875422958,45.31968438289534,0.0,0.0,0.0,0.0,18,19.55712787834625,23.83913664104661,16.868485010873663
P040,Aarav Patil,0.07125890736342043,0.011089564921033263,0.0032799775781184467,0.026797491450874966,4,1.1460805819479503,39.661042910243225,0.0,0.0,0.0,0.0,21,26.06834419300277,20.39649572723474,16.491165323335313
P140,Aarav Bhosale 3,0.07600950118764846,0.012608152162280091,0.0036777805956812815,0.02894944539991096,3,0.3693237507116463,32.05761594747596,0.0,0.0,0.0,0.0,22,28.242158160092696,23.098454425671193,16.30555238070006
P150,Aman More 3,0.08076009501187649,0.013327340654743136,0.0033717973577019286,0.03057050397277078,4,0.03244722895246533,28.765621120253453,0.0,0.0,0.0,0.0,21,26.072313249526896,25.133829445464567,15.819252625100031
P069,Nikhil Pawar 2,0.07600950118764846,0.015887928791374215,0.0036580904170008264,0.030255448997944474,4,0.14237535710546123,31.391530520720007,0.0,0.0,0.0,0.0,20,23.896241936391746,24.738251496364423,15.701015910898548
P041,Arjun Singh,0.08076009501187649,0.006014585307385283,0.004224526838335377,0.027901220678017674,4,1.1194850670722254,28.842076903250664,0.0,0.0,0.0,0.0,22,28.24832797255949,21.782320357605066,15.645454232815208
P130,Aman Patil 3,0.08076009501187649,0.013397646194324635,0.0035904809836193063,0.030664231276378594,3,1.0627479686706793,21.666509238138673,0.0,0.0,0.0,0.0,22,28.244227243482666,25.25151193740524,15.42424941250278
P038,Irfan Joshi,0.10688836104513065,0.007679510174920846,0.0045023428957695535,0.0364890152522384,2,1.27357125648629,0.0,0.0,0.0,0.0,0.0,25,34.76451780224233,32.56501682775754,15.34887201868511
P071,Sahil Singh 2,0.09501187648456058,0.011543697452032164,0.004034963333958068,0.03433153092636846,5,2.0964269801738507,0.0,0.0,0.0,0.0,0.0,26,36.930310523485865,29.856114277293578,15.269376070055337
P094,Faizan Kulkarni 2,0.07838479809976247,0.008682922088483544,0.0038958643787397516,0.028157367578944083,2,1.3074267055273476,41.781549372098574,0.0,0.0,0.0,0.0,16,15.213590942962748,22.103934278453927,15.097419505126288
P054,Faizan Pawar,0.07600950118764846,0.005677819075991217,0.0043988987386875044,0.026393647608297276,4,0.14769446008060622,29.513959385644828,0.0,0.0,0.0,0.0,22,28.24292863699494,19.88943590666953,15.077577503929216
P093,Pranav Gupta 2,0.07125890736342043,0.00561102677699828,0.003133986411227929,0.024562278843193817,2,0.023582057327223727,45.04524688398423,0.0,0.0,0.0,0.0,18,19.552581590893148,17.5899987987645,15.069519461932835
P132,Manish Khan 3,0.09501187648456058,0.028256397508212065,0.0035686781973693813,0.040876725407863815,2,1.1070738267968874,0.0,0.0,0.0,0.0,0.0,21,26.070724823568447,38.07415498869304,14.954098477246326
P015,Yash More,0.07600950118764846,0.011458520206347484,0.0032724715029442755,0.028367999889716815,2,0.9966130875422958,25.429465790578355,0.0,0.0,0.0,0.0,21,26.069942845889223,22.36840081339958,14.819831258622953
P131,Sahil Singh 3,0.09263657957244656,0.013205406530999894,0.004665094288696135,0.03447266477074276,1,0.9966130875422958,10.691226051780546,0.0,0.0,0.0,0.0,21,26.076166218838477,30.033319657837033,14.526569683502494
P025,Vikram Patil,0.08551068883610452,0.013156049501732896,0.004700788141292985,0.032325862893912406,3,0.9966130875422958,6.081379204181668,0.0,0.0,0.0,0.0,24,32.59122455090908,27.337829818233377,14.46423186287587
P141,Arjun Deshmukh 3,0.06413301662707839,0.0036707763431505394,0.003130215063543008,0.021647280044446635,1,0.35336644178621146,49.15748717143056,0.0,0.0,0.0,0.0,17,17.382437582739758,13.929973283936434,14.403277201603885
P084,Imran Pawar 2,0.0831353919239905,0.026909274036969542,0.003284811655260098,0.036689770688562995,5,0.18138211225652429,0.0,0.0,0.0,0.0,0.0,23,30.41215730934509,32.8170821183176,14.322978413899722
P026,Rohan Singh,0.08076009501187649,0.01599911693181718,0.004095200182735678,0.03185623533111052,2,1.0095569389192296,33.0529748701823,0.0,0.0,0.0,0.0,14,10.867113778398746,26.748173018697074,14.020323628665206
P105,Vikram More 2,0.09501187648456058,0.023239827860826533,0.0033662706628067064,0.038809375288540796,4,1.5556515110341127,0.0,0.0,0.0,0.0,0.0,20,23.90144883683574,35.47842349540492,13.961025943425199
P066,Rohan Deshmukh 2,0.10926365795724466,0.011599169926148473,0.002827872029541564,0.03826712696649525,5,1.6625254680513397,0.0,0.0,0.0,0.0,0.0,20,23.895997994307432,34.7975852408875,13.81110100269363
P012,Manish Khan,0.06413301662707839,0.009348538661618737,0.0033096396744100205,0.02397221235509402,2,0.28776417175942354,36.57099027342455,0.0,0.0,0.0,0.0,18,19.552406655721,16.849120825566562,13.665962912901408
P117,Varun Khan 2,0.0831353919239905,0.01183204958220634,0.0035803285712284268,0.030747535981448214,1,1.9719274250294052,37.507904095699566,0.0,0.0,0.0,0.0,12,6.52531899909946,25.356107982587517,13.664661894827587
P057,Varun Khan,0.08788598574821853,0.009106195033623955,0.005297803721653636,0.03159761485441123,5,1.8623864492674718,0.0,0.0,0.0,0.0,0.0,24,32.585078303994,26.423453315970885,13.495356279645016
P081,Arjun Deshmukh 2,0.07125890736342043,0.01733227626694276,0.003230834379324557,0.029279833029600598,4,0.8054901946735334,22.33945923620257,0.0,0.0,0.0,0.0,18,19.551079778522467,23.513283809123198,13.300553832350385
P062,Sameer Shaikh 2,0.07125890736342043,0.011733373615373228,0.0035134227971195435,0.02712504849431128,3,0.33563609853572823,29.502544428237854,0.0,0.0,0.0,0.0,17,17.381180270217484,20.8077710722036,13.17068770603722
P129,Nikhil Pawar 3,0.09501187648456058,0.008795840358496985,0.0044413835430996695,0.033354314151696866,1,1.569448633243436,8.446837196677428,0.0,0.0,0.0,0.0,19,21.73273616616078,28.62913664342518,13.084746700238753
P109,Nikhil Kulkarni 2,0.08788598574821853,0.012529718580529562,0.003672837682536928,0.03247953446143846,1,1.0237412135196162,0.0,0.0,0.0,0.0,0.0,22,28.24361343953076,27.53077736191357,12.736165271088467
P005,Vikram Bhosale,0.07600950118764846,0.00932715683154634,0.0025541334816118213,0.027299953133396622,4,2.2599744883254234,3.3515397567005762,0.0,0.0,0.0,0.0,24,32.588643616652384,21.027378518350492,12.729299214088272
P045,Vikram More,0.07600950118764846,0.007279759197478015,0.004472641574524051,0.02705654650764296,1,1.105300792471839,31.391530520720007,0.0,0.0,0.0,0.0,15,13.04346661918769,20.721761081691692,12.718923330862829
P053,Pranav Joshi,0.057007125890736345,0.007879880925567233,0.002837731330766738,0.021105409536677815,3,1.0538827970454376,43.89034672187531,0.0,0.0,0.0,0.0,15,13.034474283686711,13.249609406936177,12.713625776161772
P124,Imran Kulkarni 3,0.06888361045130642,0.005088046012961876,0.0024667869107050824,0.023440337613788196,2,1.1460805819479503,26.745058421930164,0.0,0.0,0.0,0.0,19,21.72408894168939,16.181307471849728,12.631119535979426
P022,Sameer Chavan,0.08076009501187649,0.015069739311841883,0.004029061395694206,0.03146464264700796,1,0.10868770492954315,25.045085890097575,0.0,0.0,0.0,0.0,14,10.86807810576545,26.256495555278793,12.516239934473333
P060,Aarav More,0.07838479809976247,0.00983844307954034,0.0037791746564460257,0.028584569058678684,4,0.9966130875422958,3.7696377100092096,0.0,0.0,0.0,0.0,23,30.4129431084228,22.640321571811626,12.507437288647308
P148,Karan Jadhav 3,0.07125890736342043,0.012619273958325116,0.002238490715803512,0.027096929007097224,1,1.3109727741774442,25.194633150640698,0.0,0.0,0.0,0.0,16,15.205687432912418,20.772464697219302,12.275643188318902
P101,Arjun Singh 2,0.09026128266033255,0.006771278687103504,0.0037711122789668293,0.030918229956631214,1,1.7294088748888479,0.0,0.0,0.0,0.0,0.0,21,26.074193487137943,25.570428586995902,11.953327619154333
P086,Rohan Singh 2,0.07125890736342043,0.014675643462141048,0.0039896143409575415,0.028444813896169808,5,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,23,30.413795300105335,22.464847242000154,11.898293488029566
P009,Nikhil Pawar,0.07600950118764846,0.013948176890629514,0.003859088048529565,0.029539847527105215,4,1.5432402707587742,8.041697344412007,0.0,0.0,0.0,0.0,19,21.72664635383425,23.839753821907117,11.820170382057185
P007,Aditya Chavan,0.09501187648456058,0.006223483271143304,0.0036241153660307142,0.03208019086363471,2,1.080310515056023,0.0,0.0,0.0,0.0,0.0,20,23.897076052539806,27.02936797616249,11.75281930755979
P002,Sameer Shaikh,0.0831353919239905,0.01838182507602782,0.0037529986974487242,0.03341924721684289,2,0.9966130875422958,2.4738211531022176,0.0,0.0,0.0,0.0,18,19.55543961764445,28.71066555358891,11.65915010239991
P059,Kabir Sharma,0.07363420427553445,0.015303755043646306,0.003459051687690759,0.029249478806426085,5,0.12464501385497802,0.0,0.0,0.0,0.0,0.0,22,28.23667534485021,23.475171535681014,11.54105695566129
P061,Arjun Mehta 2,0.08076009501187649,0.011579489220623006,0.0036254793487537785,0.02994746799643828,5,1.1778274029336808,0.0,0.0,0.0,0.0,0.0,21,26.06846660522844,24.351555514163874,11.537147680173394
P017,Varun Shaikh,0.06413301662707839,0.010377173558469422,0.003318390314276836,0.024386291505794338,2,1.0361524537949542,25.55956243979136,0.0,0.0,0.0,0.0,16,15.209055288610706,17.36903193406268,11.425233897965505
P134,Faizan Sharma 3,0.08551068883610452,0.01048332402493351,0.0030444643596699563,0.030759875568705748,1,1.1412533764871335,0.0,0.0,0.0,0.0,0.0,20,23.899788391781343,25.371601369488545,11.351108696025833
P103,Rahul Jadhav 2,0.07838479809976247,0.008817019099038365,0.003376423593143744,0.028055174147487212,3,0.12641804818002636,0.0,0.0,0.0,0.0,0.0,22,28.242164351296882,21.97562185282249,11.167621943101004
P001,Arjun Mehta,0.09263657957244656,0.01795709584653238,0.003231304989835815,0.035943203707297665,2,2.185507046673394,0.0,0.0,0.0,0.0,0.0,15,13.039108081931808,31.8797046479963,11.014849187720115
P031,Sahil Mehta,0.0831353919239905,0.022065736999621926,0.0025070159719981543,0.03451901716864537,2,1.0944947896564097,4.337728153185412,0.0,0.0,0.0,0.0,15,13.037558125001722,30.091518981648047,10.99994955132145
P121,Arjun Mehta 3,0.08551068883610452,0.007179559006286681,0.005042718410224197,0.03003784577641329,1,2.231177588877523,0.0,0.0,0.0,0.0,0.0,19,21.729848997279692,24.46503239821069,10.908463416784116
P077,Varun Shaikh 2,0.07363420427553445,0.009894603293909572,0.004318336433211161,0.027343603530187513,3,0.4030114028875644,8.041697344412007,0.0,0.0,0.0,0.0,19,21.72782405613301,21.082185253109937,10.9029680067434
P042,Sameer Khan,0.08788598574821853,0.007888750542825238,0.003901886126755792,0.03069186177962239,2,2.4120270900324514,0.0,0.0,0.0,0.0,0.0,17,17.38227007507904,25.286204351996727,10.28041052102148
P072,Manish Khan 2,0.07600950118764846,0.008336413573597105,0.003689930672371326,0.02724439498744478,4,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,20,23.90198762919782,20.957620605644777,10.219125294759216
P080,Aarav Bhosale 2,0.07125890736342043,0.010551301905804352,0.0026645810176153294,0.026397567276632467,2,0.2806720344592303,8.041697344412007,0.0,0.0,0.0,0.0,18,19.55144678641324,19.894357379063486,10.146267710602167
P110,Aman Bhosale 2,0.0665083135391924,0.01096699088568849,0.00276336470277406,0.02516829982686533,4,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,21,26.067170306599763,18.35090897948644,10.000483923700022
P034,Faizan Kulkarni,0.11163895486935868,0.006296998055173522,0.005831229929876973,0.0377598546618401,2,2.592489438796317,0.0,0.0,0.0,0.0,0.0,11,4.3495842778034985,34.16066231014686,9.928580320856678
P047,Aditya Shaikh,0.06888361045130642,0.013151671806399451,0.0026149676841670474,0.026710242163201822,3,0.29131024040952025,0.0,0.0,0.0,0.0,0.0,19,21.724702760695422,20.286946927704687,9.47493933214716
P122,Sameer Shaikh 3,0.06888361045130642,0.009975288928031633,0.0032582641125295866,0.025632677940363453,2,1.3269300831028792,0.0,0.0,0.0,0.0,0.0,19,21.72318632454689,18.933974655074824,9.34351694529866
P123,Rahul Gupta 3,0.06413301662707839,0.010100263468450287,0.003934385468620471,0.024460326016089773,4,0.4189687118129994,0.0,0.0,0.0,0.0,0.0,20,23.895582877779113,17.461988472080996,9.22840743593867
P076,Mohit Mehta 2,0.061757719714964375,0.0059997462136570446,0.0032706847325720866,0.021908419819723756,3,0.0643618468033351,7.850886388095629,0.0,0.0,0.0,0.0,19,21.72465716011491,14.25785617735701,9.099900803937246
P142,Sameer Chavan 3,0.057007125890736345,0.0031571100846730193,0.0022352333579862796,0.019035551808485995,1,0.9966130875422958,26.855720789231558,0.0,0.0,0.0,0.0,14,10.862543489046967,10.650729400363945,9.062871783793572
P106,Rohan Mehta 2,0.06888361045130642,0.012180601041966867,0.003506395729952557,0.026589242271164437,2,1.2453705041506562,0.0,0.0,0.0,0.0,0.0,17,17.37962959161626,20.135021413245262,8.758755372464698
P145,Vikram Patil 3,0.07363420427553445,0.011868909510117312,0.00293006865353465,0.02771684568276766,1,1.6212537810609007,0.0,0.0,0.0,0.0,0.0,16,15.20555544545665,21.550822084878032,8.753067366523018
P146,Rohan Singh 3,0.06888361045130642,0.009952852522396438,0.0031935816993556476,0.02560429865415719,2,0.4969822221151254,0.0,0.0,0.0,0.0,0.0,18,19.553191652453123,18.89834208066273,8.734620295079331
P125,Vikram Bhosale 3,0.07363420427553445,0.00471634720856649,0.003017798743978465,0.024882139789280472,1,1.3659368382539423,8.499294227734543,0.0,0.0,0.0,0.0,15,13.037179901933,17.991611047928156,8.653420244179609
P108,Karan Gupta 2,0.09026128266033255,0.009578604867198498,0.0032545615670755883,0.03188619521510184,1,2.105292151799092,0.0,0.0,0.0,0.0,0.0,12,6.523656515633321,26.78579016621585,8.422237275040445
P064,Imran Kulkarni 2,0.06888361045130642,0.014355729408021213,0.0032815355546375437,0.027391835564991675,1,0.8054901946735334,8.041697344412007,0.0,0.0,0.0,0.0,13,8.690716862762406,21.142744618723114,8.391182167829768
P102,Sameer Khan 2,0.05938242280285036,0.0063506975394643115,0.003220761006566149,0.021321234158610675,4,0.0,15.348523656259486,0.0,0.0,0.0,0.0,15,13.03506323188926,13.520595324097407,8.289440025841127
P043,Rahul Jadhav,0.07600950118764846,0.010769613251409136,0.0029023784764324284,0.02798140919978792,1,0.18847424955671757,0.0,0.0,0.0,0.0,0.0,15,13.041580405574905,21.883003773255734,8.116761874340257
P068,Karan Joshi 2,0.07125890736342043,0.009236107303077673,0.0031823061657913127,0.02602680697999459,1,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,16,15.208880381239883,19.42883672561997,8.098307875161428
P055,Yash Patil,0.0665083135391924,0.010913157419328197,0.0025604331752211375,0.025085886982055338,2,0.009397782726837153,0.0,0.0,0.0,0.0,0.0,17,17.37865282559388,18.247432739673314,8.039468306582473
P104,Imran Sharma 2,0.08076009501187649,0.0028846090275168844,0.005045957522344906,0.026895659371273174,1,3.6624446394386454,5.476147500141408,0.0,0.0,0.0,0.0,12,6.526056638081321,20.51975378605434,7.98906082703879
P137,Varun Shaikh 3,0.05463182897862233,0.007021220846435114,0.0026053912366739373,0.019979654403162926,3,0.2629416912087471,15.361022407424658,0.0,0.0,0.0,0.0,15,13.031977490985813,11.836129403485058,7.922169548423875
P065,Vikram Bhosale 2,0.07125890736342043,0.01139190635279534,0.0021555526836528473,0.026581100555240118,1,1.387213250154522,0.0,0.0,0.0,0.0,0.0,15,13.038057602141567,20.12479880593912,7.916253871943997
P097,Varun Chavan 2,0.05938242280285036,0.0030483412330615657,0.0031283721153473553,0.01997257496868394,2,0.5076204280654153,0.0,0.0,0.0,0.0,0.0,20,23.89581980423849,11.827240579642393,7.837498191371379
P138,Irfan Gupta 3,0.0665083135391924,0.012630291330229361,0.002562372382474677,0.025773322308591865,1,0.07854612140372166,0.0,0.0,0.0,0.0,0.0,16,15.207693151083603,19.110565457257692,7.834889218811888
P112,Manish Chavan 2,0.07125890736342043,0.010117911435479023,0.003731582858165424,0.026544311640667364,1,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,15,13.037786912379978,20.078607237676042,7.826531809403465
P030,Aman More,0.07125890736342043,0.017514609224934276,0.0028250468033855503,0.0292310299400155,1,0.053723640853045186,8.041697344412007,0.0,0.0,0.0,0.0,10,2.178053302729692,23.452007436329954,7.515611849460837
P107,Aditya Shaikh 2,0.06413301662707839,0.011435209806309722,0.0024387789159549013,0.024545622585433878,3,1.1620378908733853,8.041697344412007,0.0,0.0,0.0,0.0,12,6.519312105658158,17.569085469946277,7.134795968454679
P082,Sameer Chavan 2,0.05938242280285036,0.00586334986010188,0.004178366433221118,0.021413576714862197,3,0.660101380019571,0.0,0.0,0.0,0.0,0.0,17,17.379528493191778,13.636539149573517,7.0170607620356495
P100,Aarav Patil 2,0.05463182897862233,0.0024785759728477943,0.002771411407843947,0.018212402505079002,4,1.0556558313704858,14.728264348951598,0.0,0.0,0.0,0.0,14,10.863258250705456,9.617196400529648,6.9973215688903405
P116,Mohit Singh 2,0.057007125890736345,0.0055831170336358045,0.0026439293248073717,0.020128563378117435,3,1.3451523238676906,7.083796232783736,0.0,0.0,0.0,0.0,15,13.033348691827193,12.023097112684333,6.944043916227621
P035,Yash Bhosale,0.061757719714964375,0.00681869719524841,0.002715529582846446,0.02206945366744261,4,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,16,15.206682348341689,14.460047681399912,6.855671007526775
P139,Kabir Kulkarni 3,0.061757719714964375,0.014681775974816865,0.003281920632408516,0.025384602494138615,1,1.1336693416726122,0.0,0.0,0.0,0.0,0.0,13,8.69019570113406,18.62249512267313,6.620396789229617
P008,Karan Joshi,0.05463182897862233,0.004454124116026802,0.0027822229132274277,0.019005865213965648,3,0.9966130875422958,9.980775066865855,0.0,0.0,0.0,0.0,14,10.863795750585362,10.61345539070071,6.522561875330587
P113,Pranav Joshi 2,0.0665083135391924,0.002281943477812342,0.002881143227809226,0.021729614421225424,1,1.167189196983391,0.0,0.0,0.0,0.0,0.0,15,13.034236190744908,14.033351000554136,6.348622827684194
